ID,heading,sortid,parentid,path,heading,sortid,parentid,path
1928,(By author),51928.5,3005.5,sub,(By author),51928.5,3005.5,sub
1929,A-L,51929.5,51928.5,6/0520/B1081,A-L,51929.5,51928.5,6/0520/B1081
1930,M-Z,51930.5,51928.5,6/0520/B1082,M-Z,51930.5,51928.5,6/0520/B1082
1931,(By topic),51931.5,3005.5,6/0520/B1083,(By topic),51931.5,3005.5,6/0520/B1083
1932,(By date),51932.5,3005.5,sub,(By date),51932.5,3005.5,sub
1933,11th Century >,51933.5,51932.5,6/0520/B1127,11th Century >,51933.5,51932.5,6/0520/B1127
1934,19th Century,51934.5,51932.5,6/0520/B1128,19th Century,51934.5,51932.5,6/0520/B1128
1935,20th Century,51935.5,51932.5,6/0520/B1129,20th Century,51935.5,51932.5,6/0520/B1129
1936,(By author),51936.5,3009.5,sub,(By author),51936.5,3009.5,sub
1937,A-L,51937.5,51936.5,9/0521/B1090,A-L,51937.5,51936.5,9/0521/B1090
1938,M-Z,51938.5,51936.5,9/0521/B1091,M-Z,51938.5,51936.5,9/0521/B1091
1939,(By topic),51939.5,3009.5,sub,(By topic),51939.5,3009.5,sub
1940,A-L,51940.5,51939.5,9/0521/B1093,A-L,51940.5,51939.5,9/0521/B1093
1941,M-Z,51941.5,51939.5,9/0521/B1094,M-Z,51941.5,51939.5,9/0521/B1094
1942,(By place),51942.5,3009.5,9/0521/B1095,(By place),51942.5,3009.5,9/0521/B1095
1943,(By author),51943.5,3018.5,9/0522/B1105,(By author),51943.5,3018.5,9/0522/B1105
1944,(By topic),51944.5,3018.5,sub,(By topic),51944.5,3018.5,sub
1945,A-C,51945.5,51944.5,9/0522/B1107,A-C,51945.5,51944.5,9/0522/B1107
1946,D-O,51946.5,51944.5,1/0523/B1108,D-O,51946.5,51944.5,1/0523/B1108
1947,Periodicals,51947.5,51944.5,1/0523/B1109,Periodicals,51947.5,51944.5,1/0523/B1109
1948,Philosophy,51948.5,51944.5,1/0523/B1110,Philosophy,51948.5,51944.5,1/0523/B1110
1949,Po-Z,51949.5,51944.5,1/0523/B1111,Po-Z,51949.5,51944.5,1/0523/B1111
1950,(By place),51950.5,3018.5,1/0523/B1112,(By place),51950.5,3018.5,1/0523/B1112
1951,(By author),51951.5,3041.5,1/0525/B1138,(By author),51951.5,3041.5,1/0525/B1138
1952,(By topic),51952.5,3041.5,sub,(By topic),51952.5,3041.5,sub
1953,A-E,51953.5,51952.5,1/0525/B1140,A-E,51953.5,51952.5,1/0525/B1140
1954,F-Z,51954.5,51952.5,1/0526/B1141,F-Z,51954.5,51952.5,1/0526/B1141
1955,(By place),51955.5,3041.5,sub,(By place),51955.5,3041.5,sub
1956,A-B,51956.5,51955.5,1/0526/B1143,A-B,51956.5,51955.5,1/0526/B1143
1957,C-G,51957.5,51955.5,1/0526/B1144,C-G,51957.5,51955.5,1/0526/B1144
1958,H-L,51958.5,51955.5,1/0526/B1145,H-L,51958.5,51955.5,1/0526/B1145
1959,M-N,51959.5,51955.5,1/0526/B1146,M-N,51959.5,51955.5,1/0526/B1146
1960,O-S,51960.5,51955.5,1/0526/B1147,O-S,51960.5,51955.5,1/0526/B1147
1961,T-Z,51961.5,51955.5,1/0526/B1148,T-Z,51961.5,51955.5,1/0526/B1148
1962,(Without subdivision),51962.5,3055.5,2/0527/B1186,(Without subdivision),51962.5,3055.5,2/0527/B1186
1963,(By topic or sub-agency),51963.5,3055.5,sub,(By topic or sub-agency),51963.5,3055.5,sub
1964,A-K,51964.5,51963.5,2/0527/B1188,A-K,51964.5,51963.5,2/0527/B1188
1965,L-T,51965.5,51963.5,2/0528/B1161,L-T,51965.5,51963.5,2/0528/B1161
1966,U-Z,51966.5,51963.5,2/0528/B1162,U-Z,51966.5,51963.5,2/0528/B1162
1967,(By author),51967.5,3063.5,sub,(By author),51967.5,3063.5,sub
1968,A-L,51968.5,51967.5,2/0528/B1169,A-L,51968.5,51967.5,2/0528/B1169
1969,M-Z,51969.5,51967.5,2/0528/B1170,M-Z,51969.5,51967.5,2/0528/B1170
1970,(By topic),51970.5,3063.5,sub,(By topic),51970.5,3063.5,sub
1971,A-C,51971.5,51970.5,2/0528/B1172,A-C,51971.5,51970.5,2/0528/B1172
1972,D-P,51972.5,51970.5,3/0529/B1173,D-P,51972.5,51970.5,3/0529/B1173
1973,R-Z,51973.5,51970.5,3/0529/B1174,R-Z,51973.5,51970.5,3/0529/B1174
1974,(By place),51974.5,3063.5,sub,(By place),51974.5,3063.5,sub
1975,(By place) (info),51975.5,3063.5,info/P,(By place) (info),51975.5,3063.5,info/P
1976,A-H,51976.5,51974.5,3/0529/B1176,A-H,51976.5,51974.5,3/0529/B1176
1977,I-R,51977.5,51974.5,3/0529/B1177,I-R,51977.5,51974.5,3/0529/B1177
1978,S-Z,51978.5,51974.5,3/0529/B1178,S-Z,51978.5,51974.5,3/0529/B1178
1979,(By author),51979.5,3083.5,6/0530/B1204,(By author),51979.5,3083.5,6/0530/B1204
1980,(By topic),51980.5,3083.5,6/0530/B1205,(By topic),51980.5,3083.5,6/0530/B1205
1981,(By place),51981.5,3083.5,sub,(By place),51981.5,3083.5,sub
1982,A-L,51982.5,51981.5,6/0530/B1211,A-L,51982.5,51981.5,6/0530/B1211
1983,M-Z,51983.5,51981.5,7/0531/B1207,M-Z,51983.5,51981.5,7/0531/B1207
1984,Collected works,51984.5,3088.5,7/0531/B1223,Collected works,51984.5,3088.5,7/0531/B1223
1985,Correspondence,51985.5,3088.5,7/0531/B1213,Correspondence,51985.5,3088.5,7/0531/B1213
1986,Individual titles,51986.5,3088.5,7/0531/B1214,Individual titles,51986.5,3088.5,7/0531/B1214
1987,(By author),51987.5,3089.5,sub,(By author),51987.5,3089.5,sub
1988,A-L,51988.5,51987.5,7/0531/B1224,A-L,51988.5,51987.5,7/0531/B1224
1989,M-Z,51989.5,51987.5,7/0531/B1217,M-Z,51989.5,51987.5,7/0531/B1217
1990,Collected and selected works,51990.5,3157.5,1/0538/B1291,Collected and selected works,51990.5,3157.5,1/0538/B1291
1991,Correspondence,51991.5,3157.5,1/0538/B1292,Correspondence,51991.5,3157.5,1/0538/B1292
1992,Individual works,51992.5,3157.5,sub,Individual works,51992.5,3157.5,sub
1993,A-L,51993.5,51992.5,1/0538/B1294,A-L,51993.5,51992.5,1/0538/B1294
1994,M-Z,51994.5,51992.5,1/0538/B1295,M-Z,51994.5,51992.5,1/0538/B1295
1995,(By author),51995.5,3158.5,1/0538/B1297,(By author),51995.5,3158.5,1/0538/B1297
1996,(By topic),51996.5,3158.5,1/0538/B1298,(By topic),51996.5,3158.5,1/0538/B1298
1997,Collected and selected works,51997.5,3273.5,20/0550/B1413,Collected and selected works,51997.5,3273.5,20/0550/B1413
1998,Selected individual works,51998.5,3273.5,sub,Selected individual works,51998.5,3273.5,sub
1999,Affrican,51999.5,51998.5,20/0550/B1415,Affrican,51999.5,51998.5,20/0550/B1415
2000,Corbaccio,52000.5,51998.5,20/0550/B1416,Corbaccio,52000.5,51998.5,20/0550/B1416
2001,Casibus virorum illustrium,52001.5,51998.5,20/0550/B1429,Casibus virorum illustrium,52001.5,51998.5,20/0550/B1429
2002,Claris mulieribus,52002.5,51998.5,20/0550/B1417,Claris mulieribus,52002.5,51998.5,20/0550/B1417
2003,Decamerone,52003.5,51998.5,20/0550/B1418,Decamerone,52003.5,51998.5,20/0550/B1418
2004,Filocolo,52004.5,51998.5,20/0550/B1420,Filocolo,52004.5,51998.5,20/0550/B1420
2005,Filostrato,52005.5,51998.5,20/0550/B1421,Filostrato,52005.5,51998.5,20/0550/B1421
2006,Genealogia,52006.5,51998.5,20/0550/B1422,Genealogia,52006.5,51998.5,20/0550/B1422
2007,Teseide,52007.5,51998.5,20/0550/B1423,Teseide,52007.5,51998.5,20/0550/B1423
2008,Vita di Dante,52008.5,51998.5,20/0551/B1424,Vita di Dante,52008.5,51998.5,20/0551/B1424
2009,(By author),52009.5,3274.5,20/0551/B1426,(By author),52009.5,3274.5,20/0551/B1426
2010,(By topic),52010.5,3274.5,20/0551/B1427,(By topic),52010.5,3274.5,20/0551/B1427
2011,Works,52011.5,3312.5,20/0555/B1468,Works,52011.5,3312.5,20/0555/B1468
2012,Works (info),52012.5,3312.5,info/F,Works (info),52012.5,3312.5,info/F
2013,Individual titles,52013.5,3312.5,sub,Individual titles,52013.5,3312.5,sub
2014,Individual titles (info),52014.5,3312.5,info/T,Individual titles (info),52014.5,3312.5,info/T
2015,Ars geometria,52015.5,52013.5,20/0555/B1470,Ars geometria,52015.5,52013.5,20/0555/B1470
2016,Arithmetica,52016.5,52013.5,20/0555/B1471,Arithmetica,52016.5,52013.5,20/0555/B1471
2017,Consolatione philosophiae,52017.5,52013.5,20/0555/B1472,Consolatione philosophiae,52017.5,52013.5,20/0555/B1472
2018,Dialectica,52018.5,52013.5,20/0555/B1473,Dialectica,52018.5,52013.5,20/0555/B1473
2019,Disciplina scholarium,52019.5,52013.5,20/0555/B1474,Disciplina scholarium,52019.5,52013.5,20/0555/B1474
2020,Divisione,52020.5,52013.5,20/0555/B1475,Divisione,52020.5,52013.5,20/0555/B1475
2021,Interpretatione,52021.5,52013.5,20/0555/B1476,Interpretatione,52021.5,52013.5,20/0555/B1476
2022,Musica,52022.5,52013.5,20/0555/B1477,Musica,52022.5,52013.5,20/0555/B1477
2023,Topicis differentiis,52023.5,52013.5,20/0555/B1478,Topicis differentiis,52023.5,52013.5,20/0555/B1478
2024,Trinitate,52024.5,52013.5,20/0555/B1479,Trinitate,52024.5,52013.5,20/0555/B1479
2025,Unitate,52025.5,52013.5,20/0555/B1480,Unitate,52025.5,52013.5,20/0555/B1480
2026,Isagoge,52026.5,52013.5,20/0555/B1481,Isagoge,52026.5,52013.5,20/0555/B1481
2027,Opuscula sacra,52027.5,52013.5,20/0555/B1482,Opuscula sacra,52027.5,52013.5,20/0555/B1482
2028,Topica,52028.5,52013.5,20/0555/B1483,Topica,52028.5,52013.5,20/0555/B1483
2029,(Without subdivision),52029.5,3332.5,20/0557/B2106,(Without subdivision),52029.5,3332.5,20/0557/B2106
2030,(By topic or sub-agency),52030.5,3332.5,sub,(By topic or sub-agency),52030.5,3332.5,sub
2031,A-Historiography,52031.5,52030.5,20/0557/B2108,A-Historiography,52031.5,52030.5,20/0557/B2108
2032,History,52032.5,52030.5,sub,History,52032.5,52030.5,sub
2033,(By author),52033.5,52032.5,20/0557/B2110,(By author),52033.5,52032.5,20/0557/B2110
2034,(By topic),52034.5,52032.5,20/0557/B2111,(By topic),52034.5,52032.5,20/0557/B2111
2035,(By date),52035.5,52032.5,20/0557/B2112,(By date),52035.5,52032.5,20/0557/B2112
2036,"History, Local-Z",52036.5,52030.5,20/0558/B2113,"History, Local-Z",52036.5,52030.5,20/0558/B2113
2037,(Without subdivision),52037.5,3359.5,1/0561/B2144,(Without subdivision),52037.5,3359.5,1/0561/B2144
2038,(By topic or sub-agency),52038.5,3359.5,sub,(By topic or sub-agency),52038.5,3359.5,sub
2039,A-D,52039.5,52038.5,1/0561/B2146,A-D,52039.5,52038.5,1/0561/B2146
2040,E-G,52040.5,52038.5,1/0561/B2147,E-G,52040.5,52038.5,1/0561/B2147
2041,H-I,52041.5,52038.5,1/0561/B2148,H-I,52041.5,52038.5,1/0561/B2148
2042,L-O,52042.5,52038.5,1/0561/B2149,L-O,52042.5,52038.5,1/0561/B2149
2043,P-R,52043.5,52038.5,1/0561/B2150,P-R,52043.5,52038.5,1/0561/B2150
2044,S-Z,52044.5,52038.5,1/0562/B2151,S-Z,52044.5,52038.5,1/0562/B2151
2045,(Without subdivision),52045.5,3366.5,1/0562/B2160,(Without subdivision),52045.5,3366.5,1/0562/B2160
2046,(By topic or sub-agency),52046.5,3366.5,sub,(By topic or sub-agency),52046.5,3366.5,sub
2047,A-G,52047.5,52046.5,1/0562/B2162,A-G,52047.5,52046.5,1/0562/B2162
2048,H-O,52048.5,52046.5,1/0562/B2163,H-O,52048.5,52046.5,1/0562/B2163
2049,P-T,52049.5,52046.5,1/0562/B2164,P-T,52049.5,52046.5,1/0562/B2164
2050,U-Z,52050.5,52046.5,1/0563/B2165,U-Z,52050.5,52046.5,1/0563/B2165
2051,(Without subdivision),52051.5,3409.5,1/0567/B2201,(Without subdivision),52051.5,3409.5,1/0567/B2201
2052,(By topic or sub-agency),52052.5,3409.5,sub,(By topic or sub-agency),52052.5,3409.5,sub
2053,A-R,52053.5,52052.5,1/0567/B2203,A-R,52053.5,52052.5,1/0567/B2203
2054,S-Z,52054.5,52052.5,1/0568/B2204,S-Z,52054.5,52052.5,1/0568/B2204
2055,(By author),52055.5,3426.5,2/0570/B2224,(By author),52055.5,3426.5,2/0570/B2224
2056,(By topic),52056.5,3426.5,2/0570/B2225,(By topic),52056.5,3426.5,2/0570/B2225
2057,(By place),52057.5,3426.5,sub,(By place),52057.5,3426.5,sub
2058,(By place) (info),52058.5,3426.5,info/P,(By place) (info),52058.5,3426.5,info/P
2059,A-L,52059.5,52057.5,2/0570/B2227,A-L,52059.5,52057.5,2/0570/B2227
2060,M-Z,52060.5,52057.5,2/0570/B2228,M-Z,52060.5,52057.5,2/0570/B2228
2061,(By author),52061.5,3432.5,sub,(By author),52061.5,3432.5,sub
2062,A-L,52062.5,52061.5,2/0571/B2236,A-L,52062.5,52061.5,2/0571/B2236
2063,M-Z,52063.5,52061.5,2/0571/B2237,M-Z,52063.5,52061.5,2/0571/B2237
2064,(By topic),52064.5,3432.5,2/0571/B2238,(By topic),52064.5,3432.5,2/0571/B2238
2065,(By author),52065.5,3440.5,3/0572/B2247,(By author),52065.5,3440.5,3/0572/B2247
2066,(By topic),52066.5,3440.5,3/0572/B2248,(By topic),52066.5,3440.5,3/0572/B2248
2067,(By place),52067.5,3440.5,3/0573/B2249,(By place),52067.5,3440.5,3/0573/B2249
2068,(By place) (info),52068.5,3440.5,info/P,(By place) (info),52068.5,3440.5,info/P
2069,(By author),52069.5,3445.5,3/0573/B2255,(By author),52069.5,3445.5,3/0573/B2255
2070,(By topic),52070.5,3445.5,sub,(By topic),52070.5,3445.5,sub
2071,A-G,52071.5,52070.5,3/0573/B2257,A-G,52071.5,52070.5,3/0573/B2257
2072,H-N,52072.5,52070.5,3/0573/B2258,H-N,52072.5,52070.5,3/0573/B2258
2073,O-Q,52073.5,52070.5,3/0573/B2259,O-Q,52073.5,52070.5,3/0573/B2259
2074,R-Z,52074.5,52070.5,3/0573/B2260,R-Z,52074.5,52070.5,3/0573/B2260
2075,(By place),52075.5,3445.5,3/0574/B2251,(By place),52075.5,3445.5,3/0574/B2251
2076,(By author),52076.5,3448.5,sub,(By author),52076.5,3448.5,sub
2077,A-L,52077.5,52076.5,3/0574/B2265,A-L,52077.5,52076.5,3/0574/B2265
2078,M-Z,52078.5,52076.5,3/0574/B2266,M-Z,52078.5,52076.5,3/0574/B2266
2079,(By topic),52079.5,3448.5,3/0574/B2267,(By topic),52079.5,3448.5,3/0574/B2267
2080,(By place),52080.5,3448.5,3/0574/B2268,(By place),52080.5,3448.5,3/0574/B2268
2081,(By author),52081.5,3451.5,3/0574/B2272,(By author),52081.5,3451.5,3/0574/B2272
2082,(By topic),52082.5,3451.5,3/0574/B2273,(By topic),52082.5,3451.5,3/0574/B2273
2083,(By place),52083.5,3451.5,3/0574/B2274,(By place),52083.5,3451.5,3/0574/B2274
2084,(By place) (info),52084.5,3451.5,info/P,(By place) (info),52084.5,3451.5,info/P
2085,(Without subdivision),52085.5,3468.5,4/0576/B2294,(Without subdivision),52085.5,3468.5,4/0576/B2294
2086,(By topic or sub-agency),52086.5,3468.5,sub,(By topic or sub-agency),52086.5,3468.5,sub
2087,A-P,52087.5,52086.5,4/0576/B2296,A-P,52087.5,52086.5,4/0576/B2296
2088,R-Z,52088.5,52086.5,4/0577/B2297,R-Z,52088.5,52086.5,4/0577/B2297
2089,(Without subdivision),52089.5,3515.5,5/0583/B2343,(Without subdivision),52089.5,3515.5,5/0583/B2343
2090,(By topic or sub-agency),52090.5,3515.5,sub,(By topic or sub-agency),52090.5,3515.5,sub
2091,A-B,52091.5,52090.5,5/0583/B2345,A-B,52091.5,52090.5,5/0583/B2345
2092,C-D,52092.5,52090.5,5/0583/B2346,C-D,52092.5,52090.5,5/0583/B2346
2093,E-G,52093.5,52090.5,5/0583/B2347,E-G,52093.5,52090.5,5/0583/B2347
2094,H,52094.5,52090.5,5/0584/B2348,H,52094.5,52090.5,5/0584/B2348
2095,I-Municipal,52095.5,52090.5,5/0584/B2349,I-Municipal,52095.5,52090.5,5/0584/B2349
2096,Museum of Fine Arts,52096.5,52090.5,sub,Museum of Fine Arts,52096.5,52090.5,sub
2097,(Without subdivision),52097.5,52096.5,5/0584/B2350,(Without subdivision),52097.5,52096.5,5/0584/B2350
2098,(As subject),52098.5,52096.5,5/0584/B2359,(As subject),52098.5,52096.5,5/0584/B2359
2099,(By topic or sub-agency),52099.5,52096.5,5/0584/B2352,(By topic or sub-agency),52099.5,52096.5,5/0584/B2352
2100,Museum of Science-P,52100.5,52090.5,5/0584/B2353,Museum of Science-P,52100.5,52090.5,5/0584/B2353
2101,R-Z,52101.5,52090.5,5/0584/B2355,R-Z,52101.5,52090.5,5/0584/B2355
2102,(By author),52102.5,3527.5,6/0586/B2367,(By author),52102.5,3527.5,6/0586/B2367
2103,(By topic),52103.5,3527.5,sub,(By topic),52103.5,3527.5,sub
2104,A-D,52104.5,52103.5,6/0586/B2369,A-D,52104.5,52103.5,6/0586/B2369
2105,E-L,52105.5,52103.5,6/0586/B2370,E-L,52105.5,52103.5,6/0586/B2370
2106,M-O,52106.5,52103.5,6/0586/B2371,M-O,52106.5,52103.5,6/0586/B2371
2107,P-Z,52107.5,52103.5,6/0586/B2372,P-Z,52107.5,52103.5,6/0586/B2372
2108,(By place),52108.5,3527.5,sub,(By place),52108.5,3527.5,sub
2109,A-B,52109.5,52108.5,6/0586/B2374,A-B,52109.5,52108.5,6/0586/B2374
2110,C-G,52110.5,52108.5,6/0586/B2375,C-G,52110.5,52108.5,6/0586/B2375
2111,H-M,52111.5,52108.5,6/0587/B2376,H-M,52111.5,52108.5,6/0587/B2376
2112,N-S,52112.5,52108.5,6/0587/B2377,N-S,52112.5,52108.5,6/0587/B2377
2113,T-Z,52113.5,52108.5,6/0587/B2378,T-Z,52113.5,52108.5,6/0587/B2378
2114,Individual works,52114.5,3600.5,sub,Individual works,52114.5,3600.5,sub
2115,A-M,52115.5,52114.5,7/0598/B2573,A-M,52115.5,52114.5,7/0598/B2573
2116,N-Z,52116.5,52114.5,7/0598/B2574,N-Z,52116.5,52114.5,7/0598/B2574
2117,Music-Collected and selected works,52117.5,3628.5,7/0602/B2603,Music-Collected and selected works,52117.5,3628.5,7/0602/B2603
2118,Music-Individual works,52118.5,3628.5,7/0602/B2604,Music-Individual works,52118.5,3628.5,7/0602/B2604
2119,Other writings,52119.5,3628.5,7/0602/B2605,Other writings,52119.5,3628.5,7/0602/B2605
2120,(By author),52120.5,3633.5,7/0603/B2636,(By author),52120.5,3633.5,7/0603/B2636
2121,(By topic),52121.5,3633.5,sub,(By topic),52121.5,3633.5,sub
2122,A-F,52122.5,52121.5,7/0603/B2637,A-F,52122.5,52121.5,7/0603/B2637
2123,G-Z,52123.5,52121.5,7/0603/B2612,G-Z,52123.5,52121.5,7/0603/B2612
2124,(Without subdivision),52124.5,3679.5,5/0610/B2660,(Without subdivision),52124.5,3679.5,5/0610/B2660
2125,(By topic or sub-agency),52125.5,3679.5,sub,(By topic or sub-agency),52125.5,3679.5,sub
2126,"Addresses, essays, lectures >",52126.5,52125.5,5/0610/B2662,"Addresses, essays, lectures >",52126.5,52125.5,5/0610/B2662
2127,Campanha >,52127.5,52125.5,5/0610/B2663,Campanha >,52127.5,52125.5,5/0610/B2663
2128,Commerce >,52128.5,52125.5,5/0610/B2664,Commerce >,52128.5,52125.5,5/0610/B2664
2129,Conselho >,52129.5,52125.5,5/0610/B2665,Conselho >,52129.5,52125.5,5/0610/B2665
2130,Defense >,52130.5,52125.5,5/0610/B2666,Defense >,52130.5,52125.5,5/0610/B2666
2131,Description and travel,52131.5,52125.5,sub,Description and travel,52131.5,52125.5,sub
2132,(By author),52132.5,52131.5,5/0610/B2668,(By author),52132.5,52131.5,5/0610/B2668
2133,(By topic),52133.5,52131.5,9/0611/B2669,(By topic),52133.5,52131.5,9/0611/B2669
2134,(By date),52134.5,52131.5,9/0611/B2670,(By date),52134.5,52131.5,9/0611/B2670
2135,Dictionaries >,52135.5,52125.5,9/0611/B2671,Dictionaries >,52135.5,52125.5,9/0611/B2671
2136,Economic conditions,52136.5,52125.5,sub,Economic conditions,52136.5,52125.5,sub
2137,(By author),52137.5,52136.5,9/0611/B2673,(By author),52137.5,52136.5,9/0611/B2673
2138,(By topic),52138.5,52136.5,9/0611/B2674,(By topic),52138.5,52136.5,9/0611/B2674
2139,(By date),52139.5,52136.5,sub,(By date),52139.5,52136.5,sub
2140,1918-,52140.5,52139.5,9/0611/B2676,1918-,52140.5,52139.5,9/0611/B2676
2141,1945-,52141.5,52139.5,9/0611/B2677,1945-,52141.5,52139.5,9/0611/B2677
2142,Economic policy >,52142.5,52125.5,9/0611/B2678,Economic policy >,52142.5,52125.5,9/0611/B2678
2143,Federal >,52143.5,52125.5,9/0611/B2679,Federal >,52143.5,52125.5,9/0611/B2679
2144,History,52144.5,52125.5,sub,History,52144.5,52125.5,sub
2145,(By author),52145.5,52144.5,9/0612/B2681,(By author),52145.5,52144.5,9/0612/B2681
2146,(By topic),52146.5,52144.5,9/0612/B2400,(By topic),52146.5,52144.5,9/0612/B2400
2147,(By date),52147.5,52144.5,sub,(By date),52147.5,52144.5,sub
2148,To 1821,52148.5,52147.5,9/0612/B2402,To 1821,52148.5,52147.5,9/0612/B2402
2149,1822-,52149.5,52147.5,9/0612/B2403,1822-,52149.5,52147.5,9/0612/B2403
2150,1922-,52150.5,52147.5,9/0612/B2404,1922-,52150.5,52147.5,9/0612/B2404
2151,"History, Juvenile >",52151.5,52125.5,9/0612/B2405,"History, Juvenile >",52151.5,52125.5,9/0612/B2405
2152,Imprensa >,52152.5,52125.5,9/0612/B2406,Imprensa >,52152.5,52125.5,9/0612/B2406
2153,Laboratorio >,52153.5,52125.5,9/0612/B2407,Laboratorio >,52153.5,52125.5,9/0612/B2407
2154,Ministerio da ... >,52154.5,52125.5,9/0612/B2408,Ministerio da ... >,52154.5,52125.5,9/0612/B2408
2155,Ministerio das... >,52155.5,52125.5,9/0613/B2409,Ministerio das... >,52155.5,52125.5,9/0613/B2409
2156,Name >,52156.5,52125.5,9/0613/B2410,Name >,52156.5,52125.5,9/0613/B2410
2157,Politics and government,52157.5,52125.5,sub,Politics and government,52157.5,52125.5,sub
2158,(By author),52158.5,52157.5,9/0613/B2412,(By author),52158.5,52157.5,9/0613/B2412
2159,(By topic),52159.5,52157.5,9/0613/B2413,(By topic),52159.5,52157.5,9/0613/B2413
2160,(By date),52160.5,52157.5,sub,(By date),52160.5,52157.5,sub
2161,1763-1821,52161.5,52160.5,9/0613/B2415,1763-1821,52161.5,52160.5,9/0613/B2415
2162,1822-,52162.5,52160.5,9/0613/B2491,1822-,52162.5,52160.5,9/0613/B2491
2163,1899-,52163.5,52160.5,9/0613/B2492,1899-,52163.5,52160.5,9/0613/B2492
2164,1930-,52164.5,52160.5,9/0613/B2416,1930-,52164.5,52160.5,9/0613/B2416
2165,1954-,52165.5,52160.5,sub,1954-,52165.5,52160.5,sub
2166,(By author),52166.5,52165.5,9/0613/B2418,(By author),52166.5,52165.5,9/0613/B2418
2167,(By topic),52167.5,52165.5,9/0613/B2419,(By topic),52167.5,52165.5,9/0613/B2419
2168,Popular culture >,52168.5,52125.5,9/0613/B2420,Popular culture >,52168.5,52125.5,9/0613/B2420
2169,Salario >,52169.5,52125.5,9/0613/B2421,Salario >,52169.5,52125.5,9/0613/B2421
2170,Social conditions,52170.5,52125.5,21/0614/B2422,Social conditions,52170.5,52125.5,21/0614/B2422
2171,Social life and customs >,52171.5,52125.5,21/0614/B2423,Social life and customs >,52171.5,52125.5,21/0614/B2423
2172,Territorial >,52172.5,52125.5,21/0614/B2424,Territorial >,52172.5,52125.5,21/0614/B2424
2173,(By author),52173.5,3683.5,21/0614/B2429,(By author),52173.5,3683.5,21/0614/B2429
2174,(By topic),52174.5,3683.5,sub,(By topic),52174.5,3683.5,sub
2175,A-G,52175.5,52174.5,21/0614/B2431,A-G,52175.5,52174.5,21/0614/B2431
2176,H-Z,52176.5,52174.5,21/0614/B2432,H-Z,52176.5,52174.5,21/0614/B2432
2177,(By date),52177.5,3683.5,21/0614/B2433,(By date),52177.5,3683.5,21/0614/B2433
2178,(By place),52178.5,3683.5,21/0614/B2434,(By place),52178.5,3683.5,21/0614/B2434
2179,(By author),52179.5,3693.5,5/0615/B2445,(By author),52179.5,3693.5,5/0615/B2445
2180,(By topic),52180.5,3693.5,5/0616/B2446,(By topic),52180.5,3693.5,5/0616/B2446
2181,(Without subdivision),52181.5,3704.5,7/0617/B2470,(Without subdivision),52181.5,3704.5,7/0617/B2470
2182,(By topic or sub-agency),52182.5,3704.5,sub,(By topic or sub-agency),52182.5,3704.5,sub
2183,A-M,52183.5,52182.5,7/0617/B2459,A-M,52183.5,52182.5,7/0617/B2459
2184,N-Z,52184.5,52182.5,7/0617/B2460,N-Z,52184.5,52182.5,7/0617/B2460
2185,(By author),52185.5,3740.5,2/0622/B2499,(By author),52185.5,3740.5,2/0622/B2499
2186,(By topic),52186.5,3740.5,2/0622/B2503,(By topic),52186.5,3740.5,2/0622/B2503
2187,(By place),52187.5,3740.5,2/0623/B2504,(By place),52187.5,3740.5,2/0623/B2504
